评论内容,评价
"非常新鲜,摆放整齐,大小适中,配送及时",好评
"非常新鲜,脆嫩爽口,性价比高",好评
"色泽翠绿,大小适中,配送及时",好评
"非常新鲜,大小适中,性价比高,配送及时",好评
"菜品干净,性价比高,配送及时",好评
"非常新鲜,色泽翠绿,菜品干净,性价比高",好评
"非常新鲜,分量十足,摆放整齐,大小适中",好评
"菜叶/茎发黄（黑）,发苦发涩",差评
"脆嫩爽口,菜品干净,性价比高,配送及时",好评
"色泽翠绿,脆嫩爽口,摆放整齐,大小适中",好评
"菜品干净,大小适中,性价比高,配送及时",好评
"非常新鲜,色泽翠绿,菜品干净,配送及时",好评
"非常新鲜,分量十足,大小适中,性价比高",好评
"非常新鲜,色泽翠绿,脆嫩爽口",好评
"脆嫩爽口,分量十足,大小适中,配送及时",好评
"分量十足,菜品干净,性价比高",好评
"色泽翠绿,分量十足,性价比高,配送及时",好评
"脆嫩爽口,菜品干净,摆放整齐",好评
色泽翠绿,好评
"色泽翠绿,菜品干净,性价比高,配送及时",好评
"脆嫩爽口,分量十足,性价比高",好评
"色泽翠绿,脆嫩爽口,分量十足,配送及时",好评
"非常新鲜,摆放整齐,大小适中",好评
"脆嫩爽口,摆放整齐,性价比高,配送及时",好评
"色泽翠绿,脆嫩爽口,摆放整齐,性价比高",好评
"脆嫩爽口,菜品干净,摆放整齐",好评
"色泽翠绿,脆嫩爽口",好评
"菜品干净,摆放整齐,大小适中,性价比高",好评
"非常新鲜,摆放整齐,大小适中,配送及时",好评
"摆放整齐,大小适中,性价比高,配送及时",好评
"色泽翠绿,脆嫩爽口,大小适中,配送及时",好评
"分量十足,摆放整齐,配送及时",好评
"非常新鲜,脆嫩爽口,大小适中",好评
"色泽翠绿,分量十足,摆放整齐",好评
非常新鲜,好评
"非常新鲜,色泽翠绿",好评
"非常新鲜,色泽翠绿,分量十足,性价比高",好评
老/有筋/糠心,差评
"非常新鲜,色泽翠绿,分量十足",好评
"菜品干净,大小适中,性价比高,配送及时",好评
"分量十足,摆放整齐,大小适中,配送及时",好评
"分量十足,性价比高,配送及时",好评
"分量十足,菜品干净,摆放整齐,配送及时",好评
"非常新鲜,分量十足,摆放整齐,性价比高",好评
"色泽翠绿,大小适中,性价比高,配送及时",好评
"脆嫩爽口,分量十足,摆放整齐",好评
"菜品干净,大小适中,性价比高",好评
"非常新鲜,色泽翠绿,脆嫩爽口,菜品干净,大小适中,性价比高,配送及时",好评
"色泽翠绿,分量十足,大小适中,性价比高",好评
"脆嫩爽口,摆放整齐,大小适中",好评
"非常新鲜,脆嫩爽口,大小适中",好评
"非常新鲜,分量十足,性价比高",好评
"菜品干净,摆放整齐,大小适中,性价比高",好评
"分量十足,大小适中,性价比高",好评
"非常新鲜,脆嫩爽口,菜品干净,配送及时",好评
"非常新鲜,脆嫩爽口,大小适中,性价比高",好评
"脆嫩爽口,摆放整齐,大小适中,配送及时",好评
"分量十足,菜品干净,性价比高",好评
"脆嫩爽口,摆放整齐,性价比高,配送及时",好评
"分量十足,菜品干净,大小适中,性价比高",好评
"菜品干净,摆放整齐,大小适中",好评
"色泽翠绿,脆嫩爽口",好评
"非常新鲜,脆嫩爽口,分量十足",好评
"脆嫩爽口,分量十足,菜品干净,性价比高",好评
"非常新鲜,脆嫩爽口,摆放整齐,配送及时",好评
"非常新鲜,脆嫩爽口,性价比高,配送及时",好评
"非常新鲜,脆嫩爽口,菜品干净,配送及时",好评
菜叶/茎发黄（黑）,差评
"脆嫩爽口,分量十足,菜品干净",好评
"非常新鲜,脆嫩爽口",好评
非常新鲜,好评
"分量十足,菜品干净,大小适中,性价比高",好评
"脆嫩爽口,大小适中,性价比高,配送及时",好评
"脆嫩爽口,分量十足,菜品干净,性价比高",好评
"非常新鲜,色泽翠绿,分量十足,菜品干净",好评
"色泽翠绿,脆嫩爽口,摆放整齐,性价比高",好评
"非常新鲜,菜品干净",好评
"脆嫩爽口,分量十足,大小适中,配送及时",好评
"色泽翠绿,菜品干净,性价比高",好评
"脆嫩爽口,菜品干净,摆放整齐,性价比高",好评
"非常新鲜,色泽翠绿,脆嫩爽口,分量十足,菜品干净,性价比高,配送及时",好评
"色泽翠绿,菜品干净,大小适中,配送及时",好评
"非常新鲜,色泽翠绿,摆放整齐",好评
"菜品干净,性价比高,配送及时",好评
"脆嫩爽口,摆放整齐,性价比高,配送及时",好评
"色泽翠绿,分量十足,摆放整齐,配送及时",好评
"非常新鲜,分量十足,菜品干净",好评
"色泽翠绿,脆嫩爽口,菜品干净,配送及时",好评
"色泽翠绿,菜品干净,性价比高,配送及时",好评
"色泽翠绿,菜品干净,摆放整齐,性价比高",好评
"分量十足,菜品干净,大小适中",好评
"非常新鲜,脆嫩爽口,配送及时",好评
"非常新鲜,摆放整齐,大小适中,配送及时",好评
"脆嫩爽口,大小适中,性价比高",好评
性价比高,好评
"非常新鲜,性价比高,配送及时",好评
"色泽翠绿,性价比高,配送及时",好评
菜叶/茎发黄（黑）,差评
"菜品干净,摆放整齐,大小适中",好评
"非常新鲜,菜品干净,摆放整齐,配送及时",好评
"菜品干净,摆放整齐,大小适中,性价比高",好评
"菜品干净,摆放整齐,大小适中,配送及时",好评
"非常新鲜,脆嫩爽口,分量十足,摆放整齐",好评
"色泽翠绿,分量十足,菜品干净,性价比高",好评
"色泽翠绿,脆嫩爽口,分量十足,大小适中",好评
"脆嫩爽口,分量十足,菜品干净,配送及时",好评
非常新鲜,好评
"色泽翠绿,脆嫩爽口,菜品干净,配送及时",好评
"非常新鲜,配送及时",好评
"非常新鲜,菜品干净,大小适中,配送及时",好评
"色泽翠绿,菜品干净,摆放整齐,性价比高",好评
"非常新鲜,色泽翠绿,菜品干净,摆放整齐",好评
"色泽翠绿,性价比高,配送及时",好评
"脆嫩爽口,摆放整齐,大小适中,性价比高",好评
"色泽翠绿,菜品干净,大小适中,性价比高",好评
"非常新鲜,色泽翠绿,脆嫩爽口,菜品干净,大小适中,配送及时",好评
"色泽翠绿,脆嫩爽口,分量十足,菜品干净",好评
"色泽翠绿,菜品干净,摆放整齐,大小适中",好评
"非常新鲜,色泽翠绿,分量十足",好评
"非常新鲜,色泽翠绿",好评
"脆嫩爽口,摆放整齐,大小适中,性价比高",好评
"非常新鲜,色泽翠绿,菜品干净,摆放整齐",好评
"非常新鲜,色泽翠绿,分量十足,配送及时",好评
"色泽翠绿,大小适中,性价比高,配送及时",好评
"非常新鲜,色泽翠绿,配送及时",好评
"非常新鲜,脆嫩爽口,菜品干净,摆放整齐",好评
"色泽翠绿,分量十足,大小适中,性价比高",好评
菜叶/茎发黄（黑）,差评
"脆嫩爽口,菜品干净,摆放整齐",好评
"色泽翠绿,脆嫩爽口,摆放整齐",好评
"非常新鲜,色泽翠绿,脆嫩爽口,配送及时",好评
"色泽翠绿,分量十足,性价比高,配送及时",好评
"非常新鲜,色泽翠绿,脆嫩爽口,分量十足,菜品干净",好评
"分量十足,性价比高,配送及时",好评
"色泽翠绿,菜品干净,配送及时",好评
"分量十足,配送及时",好评
"脆嫩爽口,分量十足,性价比高,配送及时",好评
"分量十足,摆放整齐,性价比高,配送及时",好评
"非常新鲜,脆嫩爽口,摆放整齐,大小适中",好评
"非常新鲜,色泽翠绿,菜品干净,性价比高",好评
"非常新鲜,大小适中,性价比高",好评
"色泽翠绿,脆嫩爽口,摆放整齐,大小适中",好评
"非常新鲜,脆嫩爽口,分量十足,菜品干净",好评
"菜品干净,配送及时",好评
"摆放整齐,大小适中,性价比高",好评
"色泽翠绿,脆嫩爽口",好评
"非常新鲜,色泽翠绿,脆嫩爽口,分量十足",好评
"色泽翠绿,摆放整齐,配送及时",好评
"非常新鲜,色泽翠绿,脆嫩爽口,大小适中",好评
"菜品干净,摆放整齐,大小适中,性价比高",好评
"非常新鲜,色泽翠绿",好评
"非常新鲜,脆嫩爽口,摆放整齐",好评
"非常新鲜,菜品干净,摆放整齐",好评
"菜品干净,摆放整齐,大小适中,配送及时",好评
"色泽翠绿,大小适中,性价比高,配送及时",好评
"色泽翠绿,菜品干净,大小适中,性价比高",好评
"非常新鲜,脆嫩爽口,菜品干净,大小适中",好评
上海青己发黄,好评
"非常新鲜,脆嫩爽口,性价比高,配送及时",好评
"脆嫩爽口,分量十足,性价比高,配送及时",好评
"脆嫩爽口,摆放整齐,性价比高,配送及时",好评
"非常新鲜,分量十足,摆放整齐,大小适中",好评
脆嫩爽口,好评
"菜品干净,摆放整齐,配送及时",好评
"分量十足,摆放整齐,性价比高",好评
"分量十足,菜品干净,性价比高",好评
"菜品干净,摆放整齐,性价比高,配送及时",好评
"色泽翠绿,脆嫩爽口,菜品干净",好评
"脆嫩爽口,分量十足,大小适中,配送及时",好评
"色泽翠绿,脆嫩爽口,菜品干净,配送及时",好评
非常新鲜,好评
"分量十足,菜品干净,大小适中,性价比高",好评
非常新鲜,好评
"脆嫩爽口,分量十足,摆放整齐,性价比高",好评
非常新鲜,好评
"色泽翠绿,菜品干净,大小适中,性价比高",好评
"非常新鲜,分量十足,菜品干净,大小适中",好评
"分量十足,菜品干净,性价比高,配送及时",好评
"非常新鲜,色泽翠绿,菜品干净,配送及时",好评
"色泽翠绿,分量十足,菜品干净,摆放整齐",好评
"非常新鲜,脆嫩爽口,菜品干净,性价比高",好评
"非常新鲜,分量十足,大小适中",好评
"脆嫩爽口,摆放整齐,性价比高",好评
"非常新鲜,脆嫩爽口,菜品干净,性价比高",好评
"摆放整齐,大小适中,配送及时",好评
"分量十足,菜品干净,摆放整齐,性价比高",好评
"非常新鲜,脆嫩爽口,摆放整齐,性价比高",好评
菜叶烂的比较多,差评
"脆嫩爽口,菜品干净,配送及时",好评
"非常新鲜,脆嫩爽口,分量十足,摆放整齐",好评
"非常新鲜,脆嫩爽口,菜品干净,摆放整齐",好评
"色泽翠绿,大小适中,配送及时",好评
"脆嫩爽口,摆放整齐,大小适中",好评
"色泽翠绿,脆嫩爽口,分量十足,摆放整齐",好评
"色泽翠绿,脆嫩爽口,摆放整齐",好评
"非常新鲜,色泽翠绿,脆嫩爽口,分量十足,菜品干净,摆放整齐,配送及时",好评
"非常新鲜,脆嫩爽口,分量十足,大小适中",好评
"非常新鲜,色泽翠绿,脆嫩爽口,分量十足,菜品干净,摆放整齐,大小适中,性价比高,配送及时",好评
"色泽翠绿,摆放整齐,配送及时",好评
"色泽翠绿,脆嫩爽口,分量十足,配送及时",好评
"非常新鲜,大小适中,性价比高",好评
"非常新鲜,色泽翠绿,脆嫩爽口",好评
"色泽翠绿,菜品干净,大小适中",好评
"色泽翠绿,菜品干净,摆放整齐,性价比高",好评
"脆嫩爽口,分量十足,摆放整齐,大小适中",好评
"脆嫩爽口,大小适中,性价比高",好评
"非常新鲜,色泽翠绿,脆嫩爽口,分量十足",好评
"非常新鲜,菜品干净,摆放整齐,大小适中",好评
"色泽翠绿,摆放整齐,大小适中",好评
"色泽翠绿,大小适中,性价比高",好评
"分量十足,菜品干净,摆放整齐,配送及时",好评
新鲜,好评
"分量十足,菜品干净,大小适中,性价比高",好评
"非常新鲜,分量十足,配送及时",好评
"色泽翠绿,摆放整齐,大小适中,配送及时",好评
"色泽翠绿,摆放整齐,大小适中,性价比高",好评
"色泽翠绿,菜品干净,配送及时",好评
菜不新鲜了，撕了很多面菜叶。,差评
"非常新鲜,摆放整齐,大小适中,配送及时",好评
"分量十足,摆放整齐,大小适中,性价比高",好评
"色泽翠绿,脆嫩爽口,分量十足,菜品干净",好评
非常新鲜,好评
"分量十足,菜品干净,大小适中,性价比高",好评
性价比高,好评
"非常新鲜,色泽翠绿,摆放整齐",好评
"非常新鲜,脆嫩爽口,分量十足,配送及时",好评
"非常新鲜,性价比高,配送及时",好评
"色泽翠绿,脆嫩爽口,菜品干净,大小适中",好评
"分量十足,菜品干净,大小适中,性价比高",好评
"非常新鲜,脆嫩爽口,菜品干净,大小适中",好评
"非常新鲜,色泽翠绿,脆嫩爽口,菜品干净,摆放整齐,配送及时",好评
"色泽翠绿,脆嫩爽口,菜品干净,配送及时",好评
"非常新鲜,色泽翠绿,性价比高,配送及时",好评
"非常新鲜,脆嫩爽口,摆放整齐,配送及时",好评
"非常新鲜,色泽翠绿,脆嫩爽口,分量十足,菜品干净,摆放整齐,大小适中,性价比高,配送及时",好评
"非常新鲜,摆放整齐,配送及时",好评
"菜品干净,大小适中,配送及时",好评
"分量十足,大小适中,性价比高,配送及时",好评
"非常新鲜,摆放整齐",好评
"分量十足,摆放整齐,配送及时",好评
"非常新鲜,色泽翠绿,菜品干净,性价比高",好评
"非常新鲜,脆嫩爽口,菜品干净,性价比高",好评
"非常新鲜,色泽翠绿,性价比高",好评
"非常新鲜,色泽翠绿,性价比高,配送及时",好评
"非常新鲜,色泽翠绿,分量十足",好评
"脆嫩爽口,分量十足,性价比高",好评
"非常新鲜,脆嫩爽口,性价比高,配送及时",好评
"有虫（眼）,变色变质/软烂长毛",差评
"非常新鲜,脆嫩爽口,分量十足,摆放整齐",好评
"分量十足,菜品干净,摆放整齐",好评
"非常新鲜,色泽翠绿,菜品干净",好评
"脆嫩爽口,摆放整齐,性价比高,配送及时",好评
"色泽翠绿,分量十足,菜品干净",好评
"非常新鲜,分量十足,菜品干净,配送及时",好评
"脆嫩爽口,摆放整齐,配送及时",好评
"非常新鲜,色泽翠绿,菜品干净,摆放整齐",好评
"脆嫩爽口,分量十足,大小适中,配送及时",好评
"色泽翠绿,摆放整齐,性价比高",好评
"色泽翠绿,分量十足,菜品干净,大小适中",好评
"非常新鲜,脆嫩爽口,分量十足,配送及时",好评
"摆放整齐,大小适中,性价比高,配送及时",好评
"非常新鲜,脆嫩爽口,性价比高,配送及时",好评
"非常新鲜,色泽翠绿,摆放整齐,大小适中,性价比高,配送及时",好评
"分量十足,菜品干净,性价比高",好评
"色泽翠绿,脆嫩爽口,摆放整齐,配送及时",好评
"色泽翠绿,脆嫩爽口,大小适中,性价比高",好评
"色泽翠绿,分量十足,摆放整齐,配送及时",好评
"分量十足,菜品干净,摆放整齐,性价比高",好评
"色泽翠绿,脆嫩爽口,菜品干净",好评
"色泽翠绿,菜品干净,摆放整齐,配送及时",好评
"非常新鲜,脆嫩爽口,菜品干净,摆放整齐",好评
"色泽翠绿,脆嫩爽口,分量十足,性价比高",好评
"分量十足,摆放整齐,大小适中,性价比高",好评
"非常新鲜,脆嫩爽口,分量十足,菜品干净",好评
"非常新鲜,脆嫩爽口,分量十足,菜品干净,摆放整齐,大小适中,性价比高,配送及时",好评
"脆嫩爽口,菜品干净,大小适中",好评
"脆嫩爽口,大小适中,配送及时",好评
烂叶子比较多,差评
"非常新鲜,脆嫩爽口,大小适中",好评
"分量十足,性价比高",好评
"色泽翠绿,菜品干净,大小适中,性价比高",好评
"色泽翠绿,脆嫩爽口,配送及时",好评
"分量十足,菜品干净,摆放整齐,大小适中",好评
"非常新鲜,脆嫩爽口,大小适中,配送及时",好评
"脆嫩爽口,菜品干净,大小适中,配送及时",好评
"色泽翠绿,菜品干净,大小适中",好评
"非常新鲜,分量十足,菜品干净,配送及时",好评
"色泽翠绿,分量十足,菜品干净",好评
"色泽翠绿,摆放整齐,性价比高",好评
"色泽翠绿,摆放整齐,性价比高,配送及时",好评
"脆嫩爽口,菜品干净,大小适中",好评
"非常新鲜,色泽翠绿,分量十足,菜品干净",好评
"色泽翠绿,性价比高,配送及时",好评
"脆嫩爽口,菜品干净,摆放整齐,大小适中",好评
"非常新鲜,菜品干净,性价比高",好评
"非常新鲜,色泽翠绿,脆嫩爽口,菜品干净",好评
"分量十足,菜品干净,摆放整齐,大小适中",好评
"色泽翠绿,脆嫩爽口,菜品干净",好评
"非常新鲜,色泽翠绿,分量十足,配送及时",好评
"非常新鲜,分量十足,性价比高",好评
"非常新鲜,色泽翠绿,脆嫩爽口,分量十足,菜品干净,摆放整齐,大小适中,性价比高",好评
"脆嫩爽口,摆放整齐,大小适中",好评
"分量十足,大小适中,性价比高,配送及时",好评
"非常新鲜,菜品干净",好评
"非常新鲜,色泽翠绿,脆嫩爽口,大小适中",好评
"脆嫩爽口,分量十足,性价比高",好评
"非常新鲜,脆嫩爽口,摆放整齐",好评
不是很好，每次都要折断的。,差评
"非常新鲜,脆嫩爽口,大小适中,配送及时",好评
"色泽翠绿,脆嫩爽口,配送及时",好评
"非常新鲜,菜品干净,摆放整齐",好评
"脆嫩爽口,大小适中,配送及时",好评
"非常新鲜,色泽翠绿,摆放整齐,配送及时",好评
"非常新鲜,菜品干净,摆放整齐,配送及时",好评
"非常新鲜,分量十足,配送及时",好评
配送及时,好评
"非常新鲜,分量十足,摆放整齐,大小适中",好评
"非常新鲜,脆嫩爽口,分量十足,摆放整齐",好评
"非常新鲜,色泽翠绿,菜品干净,性价比高",好评
"非常新鲜,大小适中,性价比高,配送及时",好评
"非常新鲜,脆嫩爽口,分量十足,摆放整齐",好评
"非常新鲜,色泽翠绿,菜品干净,摆放整齐",好评
"分量十足,摆放整齐,性价比高",好评
非常新鲜,好评
"非常新鲜,分量十足,摆放整齐,大小适中",好评
"脆嫩爽口,分量十足,菜品干净,大小适中",好评
"非常新鲜,色泽翠绿,脆嫩爽口,分量十足",好评
"非常新鲜,脆嫩爽口,分量十足,大小适中",好评
"非常新鲜,色泽翠绿,摆放整齐,大小适中",好评
"非常新鲜,色泽翠绿,分量十足,菜品干净,摆放整齐,大小适中,性价比高",好评
配送及时,好评
非常新鲜,好评
脆嫩爽口,好评
"色泽翠绿,分量十足,大小适中,性价比高",好评
"非常新鲜,脆嫩爽口,菜品干净,配送及时",好评
"色泽翠绿,摆放整齐,配送及时",好评
非常新鲜,好评
生菜质量很差，都是烂的,差评
盒马家的生鲜食材都非常好，每次都是买一大堆，辛苦小哥送上门，回购了好多次，自己在家做的爆炒花甲满满一大盆，个头大肉质肥，比外面买的好多了！物超所值！全部吃光光哈哈哈,好评
双休在家做饭，第二次买,好评
"辣炒花蛤，非常成功
花蛤没有沙，简单洗一下就可以焯水，全部开口，没有一个不新鲜的",好评
挺不错的,好评
很意外，十分新鲜，无泥沙,好评
自己选的都是活的，很新鲜,好评
被朋友种草来的，今天第一次购买果然跟朋友描述的一样，非常赞！,好评
便宜分量多 挺好的,好评
"十分鲜活,无泥沙,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
新鲜,好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
无沙鲜美！！！,好评
便宜，量好多，而且新鲜,好评
"鲜活到家,鲜味十足,包装到位,配送及时",好评
新鲜的,好评
鲜美肥硕,好评
"无泥沙,个头饱满,鲜美肥硕",好评
十分鲜活,好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
活的，新鲜好吃，质量很好！送货上门快！晚上下单直接做晚饭！分量很足！,好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"非常新鲜,肉质紧实,性价比高,经常回购",好评
"十分鲜活,无泥沙,个头饱满",好评
"无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"饱满新鲜,外形均匀,无腥臭,开壳方便",好评
有沙,好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙",好评
鲜美肥硕,好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,个头饱满",好评
"十分鲜活,无泥沙,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
个头饱满,好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满",好评
"十分鲜活,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
十分鲜活,好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
新鲜,好评
"十分鲜活,无泥沙,无腥臭",好评
"十分鲜活,无泥沙,无腥臭",好评
"十分鲜活,无泥沙,无腥臭",好评
"十分鲜活,无泥沙,个头饱满",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,无腥臭",好评
"十分鲜活,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
十分鲜活,好评
"无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
7元500克，40元/kg的葱姜炒，加工费还是挺贵的。。。,好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,鲜美肥硕,无腥臭",好评
"个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕",好评
"十分鲜活,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
有泥沙,差评
"十分鲜活,无泥沙,个头饱满",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,鲜美肥硕",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕",好评
鲜美肥硕,好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕",好评
"十分鲜活,鲜美肥硕",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
个头饱满,好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
鲜美肥硕,好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,鲜美肥硕",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
饱满新鲜,好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"无泥沙,个头饱满",好评
十分鲜活,好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
"十分鲜活,无泥沙,个头饱满,鲜美肥硕",好评
"十分鲜活,无腥臭",好评
"十分鲜活,无泥沙,鲜美肥硕,无腥臭",好评
个头小,差评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
"十分鲜活,个头饱满,鲜美肥硕,无腥臭",好评
